,name,forward [log2(rna/dna)],reverse [log2(rna/dna)],chr.hg38,start.hg38,stop.hg38
3754,ENSG00000139629,0.733,1.316,12,51391547.0,51391747.0
3756,ENSG00000139636,0.22,0.337,12,49110593.0,49110793.0
3758,ENSG00000139641,2.313,0.939,12,56127996.0,56128196.0
3760,ENSG00000139644,1.661,1.331,12,49741456.0,49741656.0
3762,ENSG00000139668,1.378,1.239,13,51584353.0,51584553.0
3764,ENSG00000139714,-1.38,-1.272,12,121669500.0,121669700.0
3766,ENSG00000139767,0.898,0.497,12,118981396.0,118981596.0
3768,ENSG00000139826,1.918,1.064,13,108218292.0,108218492.0
3770,ENSG00000139874,-2.052,-0.909,14,38207951.0,38208151.0
3772,ENSG00000139899,-1.557,-1.38,14,24429054.0,24429254.0
3774,ENSG00000139914,-0.893,-1.969,14,24131171.0,24131371.0
3776,ENSG00000139921,1.88,1.996,14,51240072.0,51240272.0
3778,ENSG00000139926,-0.044,-0.223,14,51651828.0,51652028.0
3780,ENSG00000139977,2.569,2.358,14,57390412.0,57390612.0
3782,ENSG00000140009,-1.002,0.073,14,64337892.0,64338092.0
3784,ENSG00000140025,2.043,0.634,14,89954736.0,89954936.0
3786,ENSG00000140157,-1.075,-1.955,15,22838702.0,22838902.0
3788,ENSG00000140263,1.499,1.692,15,45023062.0,45023262.0
3790,ENSG00000140274,-1.619,-1.22,15,45114225.0,45114425.0
3792,ENSG00000140279,-0.775,-0.731,15,45114067.0,45114267.0
3794,ENSG00000140307,0.561,0.177,15,59657379.0,59657579.0
3796,ENSG00000140368,-1.503,-1.576,15,76993279.0,76993479.0
3798,ENSG00000140374,1.203,0.617,15,76311429.0,76311629.0
3800,ENSG00000140386,1.773,0.826,15,76905319.0,76905519.0
3802,ENSG00000140395,1.314,1.233,15,78299506.0,78299706.0
3804,ENSG00000140443,-2.227,-0.746,15,98648963.0,98649163.0
3806,ENSG00000140459,-1.381,-2.636,15,74366057.0,74366257.0
3808,ENSG00000140488,-1.223,-0.104,15,72306229.0,72306429.0
3810,ENSG00000140525,2.549,0.592,15,89243809.0,89244009.0
3812,ENSG00000140526,1.23,1.724,15,89088149.0,89088349.0
3814,ENSG00000140538,-1.612,-1.826,15,88205776.0,88205976.0
3816,ENSG00000140563,-0.318,-1.442,15,94231472.0,94231672.0
3818,ENSG00000140564,-2.624,-1.285,15,90872776.0,90872976.0
3820,ENSG00000140575,1.35,0.445,15,90388173.0,90388373.0
3822,ENSG00000140600,-1.235,-0.964,15,83447237.0,83447437.0
3824,ENSG00000140612,1.938,0.641,15,84716069.0,84716269.0
3826,ENSG00000140632,1.751,2.096,16,4847289.0,4847489.0
3828,ENSG00000140675,-0.933,-0.99,16,31482934.0,31483134.0
3830,ENSG00000140678,-0.948,-1.866,16,31355087.0,31355287.0
3832,ENSG00000140688,1.752,1.281,16,31508339.0,31508539.0
3834,ENSG00000140694,2.239,0.997,16,14630263.0,14630463.0
3836,ENSG00000140740,0.277,-0.552,16,21953189.0,21953389.0
3838,ENSG00000140795,-1.868,-0.502,16,46748151.0,46748351.0
3840,ENSG00000140853,-1.349,-0.917,16,56989438.0,56989638.0
3842,ENSG00000140932,-1.378,-2.239,16,66579361.0,66579561.0
3844,ENSG00000140948,-1.035,-1.854,16,87491836.0,87492036.0
3846,ENSG00000140950,1.725,2.421,16,84504674.0,84504874.0
3848,ENSG00000140961,1.052,-0.107,16,83953045.0,83953245.0
3850,ENSG00000140968,0.637,-0.558,16,85899061.0,85899261.0
3852,ENSG00000140986,-1.93,-2.553,16,1954590.0,1954790.0
3854,ENSG00000140993,1.295,2.208,16,3305331.0,3305531.0
3856,ENSG00000140995,2.19,-0.347,16,89948582.0,89948782.0
3858,ENSG00000141030,-0.881,1.323,17,17281117.0,17281317.0
3860,ENSG00000141052,-0.065,0.186,17,12665790.0,12665990.0
3862,ENSG00000141086,-1.172,-1.412,16,67931760.0,67931960.0
3864,ENSG00000141101,1.34,0.918,16,69754897.0,69755097.0
3866,ENSG00000141179,0.957,1.231,17,55750939.0,55751139.0
3868,ENSG00000141219,2.489,2.507,17,73232261.0,73232461.0
3870,ENSG00000141252,1.014,0.298,17,714790.0,714990.0
3872,ENSG00000141349,1.282,0.539,17,44070642.0,44070842.0
3874,ENSG00000141367,2.045,0.717,17,59619764.0,59619964.0
3876,ENSG00000141371,-1.617,-0.684,17,60392403.0,60392603.0
3878,ENSG00000141376,1.926,2.204,17,60677689.0,60677889.0
3880,ENSG00000141384,0.292,-0.558,18,26226266.0,26226466.0
3882,ENSG00000141404,1.424,-0.823,18,11689051.0,11689251.0
3884,ENSG00000141425,-0.554,-1.374,18,36067217.0,36067417.0
3886,ENSG00000141431,-4.726,-1.539,18,33578522.0,33578722.0
3888,ENSG00000141433,-0.733,-0.94,18,904861.0,905061.0
3890,ENSG00000141446,-0.338,0.44,18,21600578.0,21600778.0
3892,ENSG00000141452,1.819,0.235,18,23503296.0,23503496.0
3894,ENSG00000141458,1.295,2.139,18,23586406.0,23586606.0
3896,ENSG00000141469,-1.609,-0.425,18,45724050.0,45724250.0
3898,ENSG00000141506,-1.615,-1.942,17,8911641.0,8911841.0
3900,ENSG00000141522,1.577,1.861,17,81871294.0,81871494.0
3902,ENSG00000141551,-1.105,0.4,17,82273354.0,82273554.0
3904,ENSG00000141552,-0.905,-0.358,17,81891684.0,81891884.0
3906,ENSG00000141556,2.544,0.074,17,82751884.0,82752084.0
3908,ENSG00000141564,1.593,0.911,17,80544700.0,80544900.0
3910,ENSG00000141569,-0.978,-1.251,17,75896819.0,75897019.0
3912,ENSG00000141570,2.362,0.596,17,79796958.0,79797158.0
3914,ENSG00000141627,1.144,-0.385,18,49460670.0,49460870.0
3916,ENSG00000141644,-0.099,-0.868,18,50281540.0,50281740.0
3918,ENSG00000141646,1.378,1.139,18,51030030.0,51030230.0
3920,ENSG00000141664,0.038,0.427,18,62522867.0,62523067.0
3922,ENSG00000141665,-0.195,-0.59,18,74147765.0,74147965.0
3924,ENSG00000141668,-1.712,-1.575,18,72543417.0,72543617.0
3926,ENSG00000141756,0.598,0.073,17,41812896.0,41813096.0
3928,ENSG00000141837,-1.714,-1.918,19,13506139.0,13506339.0
3930,ENSG00000141933,0.589,1.328,19,507397.0,507597.0
3932,ENSG00000141956,1.935,2.175,21,41879231.0,41879431.0
3934,ENSG00000141968,-0.755,-1.298,19,6772616.0,6772816.0
3936,ENSG00000142002,2.332,2.778,19,4723848.0,4724048.0
3938,ENSG00000142025,1.829,1.208,19,41844902.0,41845102.0
3940,ENSG00000142039,1.268,2.603,19,41310065.0,41310265.0
3942,ENSG00000142065,0.605,1.519,19,36379098.0,36379298.0
3944,ENSG00000142168,0.397,-0.913,21,31659527.0,31659727.0
3946,ENSG00000142182,-1.21,-1.457,21,44261765.0,44261965.0
3948,ENSG00000142197,0.962,1.934,21,36156696.0,36156896.0
3950,ENSG00000142233,-1.233,-0.944,19,48672906.0,48673106.0
3952,ENSG00000142273,0.242,-0.404,19,44777723.0,44777923.0
3954,ENSG00000142319,0.358,0.855,5,1445333.0,1445533.0
3956,ENSG00000142449,-1.603,-3.022,19,8147523.0,8147723.0
3958,ENSG00000142507,1.63,2.457,17,4796015.0,4796215.0
3960,ENSG00000142515,-1.639,-1.276,19,50854820.0,50855020.0
3962,ENSG00000142538,-1.82,-2.057,19,49423290.0,49423490.0
3964,ENSG00000142546,1.955,1.251,19,49580421.0,49580621.0
3966,ENSG00000142583,-1.237,-1.906,1,9069445.0,9069645.0
3968,ENSG00000142609,-0.833,1.231,1,2003741.0,2003941.0
3970,ENSG00000142632,0.46,0.768,1,16212539.0,16212739.0
3972,ENSG00000142655,2.386,1.115,1,10474823.0,10475023.0
3974,ENSG00000142676,2.546,0.943,1,23691640.0,23691840.0
3976,ENSG00000142684,1.445,0.468,1,26169809.0,26170009.0
3978,ENSG00000142700,-1.473,-2.605,1,50421484.0,50421684.0
3980,ENSG00000142731,0.175,1.528,4,127880755.0,127880955.0
3982,ENSG00000142733,-0.86,-0.512,1,27366631.0,27366831.0
3984,ENSG00000142765,1.384,-1.307,1,27341952.0,27342152.0
3986,ENSG00000142784,-0.391,-0.886,1,27234369.0,27234569.0
3988,ENSG00000142794,1.302,1.269,1,21440017.0,21440217.0
3990,ENSG00000142864,1.755,-0.06,1,67430243.0,67430443.0
3992,ENSG00000142871,0.676,-0.892,1,85580567.0,85580767.0
3994,ENSG00000142892,1.493,1.955,1,77219345.0,77219545.0
3996,ENSG00000142937,3.08,2.184,1,44775428.0,44775628.0
3998,ENSG00000142945,1.477,2.736,1,44739608.0,44739808.0
4000,ENSG00000143013,1.877,1.412,1,87328307.0,87328507.0
4002,ENSG00000143033,2.434,2.63,1,93079083.0,93079283.0
4004,ENSG00000143153,1.605,1.579,1,169106172.0,169106372.0
4006,ENSG00000143155,0.587,2.098,1,168178752.0,168178952.0
4008,ENSG00000143157,0.95,1.797,1,166839313.0,166839513.0
4010,ENSG00000143164,1.781,1.94,1,167936492.0,167936692.0
4012,ENSG00000143178,-1.958,-1.735,1,168280964.0,168281164.0
4014,ENSG00000143198,0.878,2.109,1,165630753.0,165630953.0
4016,ENSG00000143207,-0.058,-0.401,1,176206992.0,176207192.0
4018,ENSG00000143224,1.427,0.888,1,161166250.0,161166450.0
4020,ENSG00000143252,2.486,1.547,1,161314220.0,161314420.0
4022,ENSG00000143258,1.281,1.541,1,161159340.0,161159540.0
4024,ENSG00000143294,-0.629,-0.15,1,156767437.0,156767637.0
4026,ENSG00000143314,-0.397,-0.101,1,156740994.0,156741194.0
4028,ENSG00000143315,-1.35,-1.341,1,160031681.0,160031881.0
4030,ENSG00000143324,1.311,1.593,1,180631834.0,180632034.0
4032,ENSG00000143333,0.075,-0.413,1,182604289.0,182604489.0
4034,ENSG00000143337,0.257,2.464,1,179882595.0,179882795.0
4036,ENSG00000143340,-0.266,-0.161,1,179743166.0,179743366.0
4038,ENSG00000143344,-0.526,0.01,1,183636002.0,183636202.0
4040,ENSG00000143353,1.714,0.944,1,219173728.0,219173928.0
4042,ENSG00000143365,-2.569,-1.949,1,151831744.0,151831944.0
4044,ENSG00000143368,2.249,2.028,1,149927738.0,149927938.0
4046,ENSG00000143369,0.677,-0.951,1,150507979.0,150508179.0
4048,ENSG00000143374,1.633,1.629,1,150487234.0,150487434.0
4050,ENSG00000143384,2.689,2.33,1,150579594.0,150579794.0
4052,ENSG00000143393,-0.628,-1.16,1,151327305.0,151327505.0
4054,ENSG00000143398,0.537,0.673,1,151198374.0,151198574.0
4056,ENSG00000143436,1.888,1.099,1,151763444.0,151763644.0
4058,ENSG00000143443,-0.794,0.293,1,151047664.0,151047864.0
4060,ENSG00000143473,-2.03,-1.706,1,211133903.0,211134103.0
4062,ENSG00000143479,0.805,2.207,1,206635335.0,206635535.0
4064,ENSG00000143486,-2.157,-1.784,1,206612267.0,206612467.0
4066,ENSG00000143498,-0.577,-1.125,1,222589686.0,222589886.0
4068,ENSG00000143543,-1.292,-1.397,1,153977121.0,153977321.0
4070,ENSG00000143549,2.178,1.439,1,154183074.0,154183274.0
4072,ENSG00000143553,2.011,-0.036,1,153658544.0,153658744.0
4074,ENSG00000143575,0.742,1.648,1,154272534.0,154272734.0
4076,ENSG00000143578,0.28,-0.105,1,153967694.0,153967894.0
4078,ENSG00000143621,-0.067,-0.862,1,153670847.0,153671047.0
4080,ENSG00000143632,-1.841,-1.42,1,229433994.0,229434194.0
4082,ENSG00000143653,-1.547,-0.651,1,246723948.0,246724148.0
4084,ENSG00000143742,1.808,1.066,1,225777628.0,225777828.0
4086,ENSG00000143751,2.825,1.881,1,225999241.0,225999441.0
4088,ENSG00000143756,2.381,1.834,1,224113958.0,224114158.0
4090,ENSG00000143774,2.302,1.66,1,228140127.0,228140327.0
4092,ENSG00000143793,1.569,1.105,1,228103339.0,228103539.0
4094,ENSG00000143845,-0.724,-0.421,1,204151763.0,204151963.0
4096,ENSG00000143867,-2.012,-2.312,2,19358469.0,19358669.0
4098,ENSG00000143994,0.712,-0.124,2,27123675.0,27123875.0
4100,ENSG00000144026,-2.228,-1.995,2,95158998.0,95159198.0
4102,ENSG00000144035,-1.116,-0.612,2,73642363.0,73642563.0
4104,ENSG00000144036,-0.767,0.255,2,72825812.0,72826012.0
4106,ENSG00000144040,2.305,1.647,2,73071681.0,73071881.0
4108,ENSG00000144057,-0.634,-1.326,2,106885916.0,106886116.0
4110,ENSG00000144063,-1.348,-1.693,2,110115697.0,110115897.0
4112,ENSG00000144161,0.663,1.987,2,112254993.0,112255193.0
4114,ENSG00000144182,1.019,0.779,2,99154907.0,99155107.0
4116,ENSG00000144290,-1.287,-0.948,2,161624274.0,161624474.0
4118,ENSG00000144339,-2.083,-1.966,2,192194551.0,192194751.0
4120,ENSG00000144369,-0.011,1.31,2,186693953.0,186694153.0
4122,ENSG00000144445,2.086,-0.013,2,210171376.0,210171576.0
4124,ENSG00000144488,-0.96,-2.035,2,238100050.0,238100250.0
4126,ENSG00000144554,0.847,1.181,3,10026266.0,10026466.0
4128,ENSG00000144596,-3.271,-1.288,3,14540221.0,14540421.0
4130,ENSG00000144647,1.485,2.14,3,43106008.0,43106208.0
4132,ENSG00000144648,-1.436,-1.263,3,42855929.0,42856129.0
4134,ENSG00000144649,0.759,0.189,3,42979231.0,42979431.0
4136,ENSG00000144659,1.344,0.448,3,39383239.0,39383439.0
4138,ENSG00000144671,-1.045,-1.332,3,38282216.0,38282416.0
4140,ENSG00000144674,1.684,1.009,3,37243109.0,37243309.0
4142,ENSG00000144681,0.085,-0.845,3,36380243.0,36380443.0
4144,ENSG00000144810,-1.052,-1.339,3,99638493.0,99638693.0
4146,ENSG00000144815,0.189,0.062,3,101779076.0,101779276.0
4148,ENSG00000144824,-0.07,-0.289,3,111732343.0,111732543.0
4150,ENSG00000144827,1.627,0.428,3,111978813.0,111979013.0
4152,ENSG00000144834,-0.24,-0.626,3,111999098.0,111999298.0
4154,ENSG00000144857,-4.636,-1.52,3,113210961.0,113211161.0
4156,ENSG00000144867,1.306,1.204,3,133805636.0,133805836.0
4158,ENSG00000144868,-1.452,-1.63,3,133038287.0,133038487.0
4160,ENSG00000144891,-1.39,-0.776,3,148697855.0,148698055.0
4162,ENSG00000145040,-2.022,-1.138,3,48563637.0,48563837.0
4164,ENSG00000145107,-0.898,-1.213,3,196338286.0,196338486.0
4166,ENSG00000145113,-0.984,-2.285,3,195811777.0,195811977.0
4168,ENSG00000145216,1.624,1.006,4,53377503.0,53377703.0
4170,ENSG00000145309,-2.018,-1.695,4,70334868.0,70335068.0
4172,ENSG00000145331,0.807,2.384,4,99563943.0,99564143.0
4174,ENSG00000145337,1.55,0.395,4,88523709.0,88523909.0
4176,ENSG00000145349,-0.857,-2.125,4,113761042.0,113761242.0
4178,ENSG00000145375,1.96,1.454,4,122922945.0,122923145.0
4180,ENSG00000145390,1.353,1.037,4,119212541.0,119212741.0
4182,ENSG00000145423,0.855,1.746,4,153788974.0,153789174.0
4184,ENSG00000145428,-1.142,-1.215,4,153759775.0,153759975.0
4186,ENSG00000145431,-0.749,-1.02,4,156970878.0,156971078.0
4188,ENSG00000145451,-0.854,-1.337,4,174829056.0,174829256.0
4190,ENSG00000145476,-0.755,-1.101,4,186191416.0,186191616.0
4192,ENSG00000145491,-0.465,1.12,5,10441738.0,10441938.0
4194,ENSG00000145555,-0.459,-0.766,5,16738161.0,16738361.0
4196,ENSG00000145623,-1.836,-2.139,5,38845788.0,38845988.0
4198,ENSG00000145685,-1.135,-1.907,5,78648460.0,78648660.0
4200,ENSG00000145723,2.008,1.417,5,103120046.0,103120246.0
4202,ENSG00000145734,2.017,0.018,5,71455503.0,71455703.0
4204,ENSG00000145779,0.898,0.816,5,119268665.0,119268865.0
4206,ENSG00000145780,-0.226,0.866,5,115544673.0,115544873.0
4208,ENSG00000145833,2.314,0.183,5,134758620.0,134758820.0
4210,ENSG00000145850,-1.926,-2.726,5,156935514.0,156935714.0
4212,ENSG00000145868,0.812,1.343,5,148383787.0,148383987.0
4214,ENSG00000146005,-0.524,1.513,5,139795720.0,139795920.0
4216,ENSG00000146013,-0.363,-1.278,5,138274348.0,138274548.0
4218,ENSG00000146063,1.905,1.86,5,181223080.0,181223280.0
4220,ENSG00000146070,-0.969,-1.574,6,46735238.0,46735438.0
4222,ENSG00000146085,-1.837,-0.962,6,49463050.0,49463250.0
4224,ENSG00000146090,-1.327,-1.961,5,180136391.0,180136591.0
4226,ENSG00000146109,2.229,2.799,6,26596772.0,26596972.0
4228,ENSG00000146147,-1.777,-1.735,6,53929899.0,53930099.0
4230,ENSG00000146192,-0.02,-0.401,6,37005546.0,37005746.0
4232,ENSG00000146205,0.261,-1.614,2,241188459.0,241188659.0
4234,ENSG00000146215,0.426,0.378,6,43308694.0,43308894.0
4236,ENSG00000146223,0.341,1.326,6,42879538.0,42879738.0
4238,ENSG00000146243,-0.443,-0.444,6,78867433.0,78867633.0
4240,ENSG00000146278,1.094,1.123,6,89080571.0,89080771.0
4242,ENSG00000146282,0.651,2.055,6,87589992.0,87590192.0
4244,ENSG00000146376,1.57,1.115,6,129710175.0,129710375.0
4246,ENSG00000146411,-1.065,-0.575,6,134052483.0,134052683.0
4248,ENSG00000146414,-1.604,-0.966,6,145964167.0,145964367.0
4250,ENSG00000146425,1.738,0.965,6,158644636.0,158644836.0
4252,ENSG00000146433,-0.958,0.211,6,158536340.0,158536540.0
4254,ENSG00000146476,1.368,0.156,6,151452395.0,151452595.0
4256,ENSG00000146592,-0.564,-1.454,7,28685973.0,28686173.0
4258,ENSG00000146678,-1.902,0.866,7,45888241.0,45888441.0
4260,ENSG00000146701,2.101,1.729,7,76047922.0,76048122.0
4262,ENSG00000146755,-1.435,-1.85,7,73325417.0,73325617.0
4264,ENSG00000146802,1.18,0.835,7,112790291.0,112790491.0
4266,ENSG00000146826,2.574,2.365,7,100158667.0,100158867.0
4268,ENSG00000146842,2.288,1.926,7,130205340.0,130205540.0
4270,ENSG00000146856,2.429,0.03,7,134986379.0,134986579.0
4272,ENSG00000146955,0.221,0.681,7,140403957.0,140404157.0
4274,ENSG00000147044,-2.294,-2.856,X,41922903.0,41923103.0
4276,ENSG00000147050,0.924,1.024,X,44873086.0,44873286.0
4278,ENSG00000147118,1.894,1.951,X,48003971.0,48004172.0
4280,ENSG00000147124,1.41,1.086,X,47482591.0,47482791.0
4282,ENSG00000147130,2.574,0.208,X,71254140.0,71254340.0
4284,ENSG00000147140,-0.433,0.155,X,71283116.0,71283316.0
4286,ENSG00000147144,1.042,0.911,X,49053381.0,49053581.0
4288,ENSG00000147155,1.789,1.912,X,48521642.0,48521842.0
4290,ENSG00000147160,-0.573,-0.609,X,70049835.0,70050035.0
4292,ENSG00000147164,0.035,-0.455,X,71068247.0,71068447.0
4294,ENSG00000147166,-1.291,-1.371,X,71301648.0,71301848.0
4296,ENSG00000147202,0.289,0.838,X,96684641.0,96684841.0
4298,ENSG00000147246,-0.182,-0.919,X,114583982.0,114584182.0
4300,ENSG00000147257,-0.559,-1.027,X,133985446.0,133985646.0
4302,ENSG00000147274,3.692,2.556,X,136880721.0,136880921.0
4304,ENSG00000147403,0.969,1.684,X,154398159.0,154398359.0
4306,ENSG00000147408,-1.439,-0.914,8,19757849.0,19758049.0
4308,ENSG00000147421,1.119,0.264,8,28890294.0,28890494.0
4310,ENSG00000147475,2.272,1.394,8,37736472.0,37736672.0
4312,ENSG00000147485,-1.563,-3.363,8,51809262.0,51809462.0
4314,ENSG00000147509,-0.27,0.023,8,53880771.0,53880971.0
4316,ENSG00000147586,1.763,2.045,8,80030205.0,80030405.0
4318,ENSG00000147613,-1.064,-1.609,8,86069565.0,86069765.0
4320,ENSG00000147614,-2.246,-0.681,8,85987261.0,85987461.0
4322,ENSG00000147669,2.311,2.241,8,100150502.0,100150702.0
4324,ENSG00000147684,0.469,0.857,8,124538959.0,124539159.0
4326,ENSG00000147854,2.198,0.978,9,6413050.0,6413250.0
4328,ENSG00000147872,-0.079,-0.734,9,19127472.0,19127672.0
4330,ENSG00000148053,-1.214,-1.449,9,84669622.0,84669822.0
4332,ENSG00000148082,-0.553,-1.163,9,89041983.0,89042183.0
4334,ENSG00000148110,0.576,-0.479,9,94374418.0,94374618.0
4336,ENSG00000148120,2.291,2.233,9,94726538.0,94726738.0
4338,ENSG00000148187,-0.744,-1.513,9,122264565.0,122264765.0
4340,ENSG00000148219,1.222,1.955,9,116687161.0,116687361.0
4342,ENSG00000148296,0.584,-0.122,9,133336037.0,133336237.0
4344,ENSG00000148297,2.576,3.542,9,133348085.0,133348285.0
4346,ENSG00000148331,1.303,0.131,9,129642033.0,129642233.0
4348,ENSG00000148335,2.451,1.373,9,129626071.0,129626271.0
4350,ENSG00000148344,0.005,-0.878,9,129752915.0,129753115.0
4352,ENSG00000148357,-0.443,-1.509,9,130307442.0,130307642.0
4354,ENSG00000148481,-0.631,-0.75,10,15860209.0,15860409.0
4356,ENSG00000148484,0.432,-0.067,10,16817299.0,16817499.0
4358,ENSG00000148572,1.631,1.507,10,63133070.0,63133270.0
4360,ENSG00000148602,-1.538,-2.313,10,84241357.0,84241557.0
4362,ENSG00000148672,0.583,0.89,10,87094803.0,87095003.0
4364,ENSG00000148680,-1.294,-0.984,10,90857569.0,90857769.0
4366,ENSG00000148690,-0.676,-1.081,10,93702304.0,93702504.0
4368,ENSG00000148795,-1.194,-0.911,10,102837314.0,102837514.0
4370,ENSG00000148814,0.581,0.068,10,132332006.0,132332206.0
4372,ENSG00000148834,0.31,0.398,10,104254796.0,104254996.0
4374,ENSG00000149050,0.433,1.115,11,7020309.0,7020509.0
4376,ENSG00000149084,1.568,1.589,11,43680490.0,43680690.0
4378,ENSG00000149150,0.614,0.398,11,57515687.0,57515887.0
4380,ENSG00000149179,-0.699,-0.599,11,46936639.0,46936839.0
4382,ENSG00000149182,1.774,2.137,11,47176869.0,47177069.0
4384,ENSG00000149231,-0.446,-0.674,11,96389316.0,96389516.0
4386,ENSG00000149256,-0.862,-1.461,11,78903759.0,78903959.0
4388,ENSG00000149257,-1.193,-2.402,11,75562095.0,75562295.0
4390,ENSG00000149300,0.355,0.533,11,111918786.0,111918986.0
4392,ENSG00000149357,0.655,0.902,11,72103166.0,72103366.0
4394,ENSG00000149474,-1.328,-1.77,20,18137991.0,18138191.0
4396,ENSG00000149480,-1.848,-1.412,11,62601516.0,62601716.0
4398,ENSG00000149485,0.81,2.555,11,61815040.0,61815240.0
4400,ENSG00000149541,0.818,0.766,11,62621864.0,62622064.0
4402,ENSG00000149547,2.173,1.162,11,125569254.0,125569454.0
4404,ENSG00000149554,0.631,0.503,11,125625815.0,125626015.0
4406,ENSG00000149557,-1.642,-1.648,11,125495397.0,125495597.0
4408,ENSG00000149591,-0.484,-0.789,11,117199272.0,117199472.0
4410,ENSG00000149596,-0.564,0.289,20,44186918.0,44187118.0
4412,ENSG00000149600,-1.13,-1.031,20,32743366.0,32743566.0
4414,ENSG00000149609,-1.531,-1.146,20,33662201.0,33662401.0
4416,ENSG00000149633,-1.277,-0.649,20,38260598.0,38260798.0
4418,ENSG00000149635,-3.342,-1.134,20,46550467.0,46550667.0
4420,ENSG00000149781,-1.63,-1.236,11,64206602.0,64206802.0
4422,ENSG00000149806,2.64,1.921,11,65122138.0,65122338.0
4424,ENSG00000149922,-0.96,-1.536,16,30091130.0,30091330.0
4426,ENSG00000149923,1.647,1.717,16,30075829.0,30076029.0
4428,ENSG00000149929,-1.43,-2.564,16,29995549.0,29995749.0
4430,ENSG00000149972,-1.429,-1.321,11,99021105.0,99021305.0
4432,ENSG00000150048,-1.441,-0.945,12,10098823.0,10099023.0
4434,ENSG00000150201,-1.477,-1.088,10,43371539.0,43371739.0
4436,ENSG00000150456,2.064,1.026,13,20773871.0,20774071.0
4438,ENSG00000150625,-1.908,-1.822,4,176002254.0,176002454.0
4440,ENSG00000150627,1.141,2.344,4,176065761.0,176065961.0
4442,ENSG00000150656,-1.119,-0.752,18,74534348.0,74534548.0
4444,ENSG00000150667,-0.389,1.346,15,39782759.0,39782959.0
4446,ENSG00000150672,-0.499,-1.382,11,84317048.0,84317248.0
4448,ENSG00000150722,-0.883,-1.734,2,181985763.0,181985963.0
4450,ENSG00000150768,1.708,0.617,11,112024986.0,112025186.0
4452,ENSG00000150783,-0.736,-0.668,11,112167270.0,112167470.0
4454,ENSG00000150873,-0.608,-0.624,2,11132974.0,11133174.0
4456,ENSG00000150893,-1.34,-1.631,13,38687136.0,38687336.0
4458,ENSG00000150990,-0.897,-1.512,12,124988929.0,124989129.0
4460,ENSG00000150995,2.351,1.221,3,4493186.0,4493386.0
4462,ENSG00000151014,-0.518,-1.161,4,139015706.0,139015906.0
4464,ENSG00000151065,1.796,-0.145,12,2004454.0,2004654.0
4466,ENSG00000151079,1.263,0.739,12,4809202.0,4809402.0
4468,ENSG00000151090,0.453,0.644,3,24494719.0,24494919.0
4470,ENSG00000151093,0.34,1.716,3,25789919.0,25790119.0
4472,ENSG00000151116,1.597,1.557,11,18588643.0,18588843.0
4474,ENSG00000151117,-0.427,-0.34,11,18698701.0,18698901.0
4476,ENSG00000151148,1.139,1.804,12,109477255.0,109477455.0
4478,ENSG00000151320,-3.305,-0.339,14,32329194.0,32329394.0
4480,ENSG00000151327,-0.223,-0.213,14,35046311.0,35046511.0
4482,ENSG00000151348,0.789,0.157,11,44095540.0,44095740.0
4484,ENSG00000151364,-0.993,-1.045,11,78023149.0,78023349.0
4486,ENSG00000151365,-0.828,-0.8,11,78063760.0,78063960.0
4488,ENSG00000151376,-1.776,-2.438,11,86672263.0,86672463.0
